product_code,roles,bathroom_zones,mount_surfaces,installation_type,requires_host_product,host_roles,floor_contact,wall_contact,overhead,source,confidence,notes
6098IN-SR-0,toilet_seat,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
33677IN-0,toilet_seat,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
38785IN-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27792IN-0,toilet_seat,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
99992IN-0,bidet_seat,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
27791IN-WAF-0,toilet_bowl,toilet,,Wall-hung; 205 mm (8.1 inch) P-trap rough-in; Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
18131IN-S-0,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
EC42639IN-HC-0,toilet,toilet,,For cold water use only; 135 mm (5-5/16 inch) rough-in; Supply line sold separately,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
6098IN-S-K4,toilet,toilet,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
21748IN-HB1,toilet_bowl,toilet,,"Recommended rim-to-floor height: 15-1/4"" (400 mm); Wall-hung; 8-2/3"" (220 mm) rough-in",false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
31461IN-0,bath,bathtub,wall,Corner; Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
5583IN-1WH-0,bath,bathtub,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
31458IN-0,bath,bathtub,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
31460IN-0,bath,bathtub,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
30520IN-0,bath,bathtub,wall,,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C63,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
34229IN-0,bath,bathtub,wall,Installation hardware included; Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C5,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
25317IN-0,bath,bathtub,wall,Wall-mount,false,,false,true,false,catalogue_metadata,0.95,Explicit wall-mount wording. Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C64,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
C62,basin,basin,,,false,,false,false,false,catalogue_metadata,0.85,Role and zone are category/subcategory metadata mappings; no product compatibility is inferred.
